manufacturer,model_number,description,stc_rating,ptc_rating
"Suntech Power, Inc.",STP180S-24/Ab-1,180W Monocrystalline Module with MC Connectors,180,159.1
"SunWize Technologies, LLC",SW 100,100W Monocrystalline PV Module,100,87.1
"SunWize Technologies, LLC",SW 110,110W Monocrystalline PV Module,110,96
"SunWize Technologies, LLC",SW 115,115W Monocrystalline PV Module,115,100.5
"SunWize Technologies, LLC",SW 120,120W Monocrystalline PV Module,120,105
"SunWize Technologies, LLC",SW 150,150W Monocrystalline PV Module,150,130.9
"SunWize Technologies, LLC",SW 150L,150W Monocrystalline PV module,150,130.5
"SunWize Technologies, LLC",SW 155,155W Monocrystalline PV Module,155,135.3
"SunWize Technologies, LLC",SW 155L,155W Monocrystalline PV module,155,134.9
"SunWize Technologies, LLC",SW 160,160W Monocrystalline PV Module,160,139.4
"SunWize Technologies, LLC",SW 160L,160W Monocrystalline PV module,160,139.4
"SunWize Technologies, LLC",SW 165L,165W Monocrystalline PV module,165,143.9
"SunWize Technologies, LLC",SW 75,75W Monocrystalline PV Module,75,65.1
"SunWize Technologies, LLC",SW 85,85W Monocrystalline PV Module,85,73.9
"SunWize Technologies, LLC",SW 90,90W Monocrystalline PV Module,90,78.4
"SunWize Technologies, LLC",SW 95,95W Monocrystalline PV Module,95,82.8
United Solar Ovonic,ASR-120,120W Arch. Standing Seam 3J a-Si Module,120,110.9
United Solar Ovonic,ASR-128,128W Arch. Standing Seam 3J a-Si Module,128,118.3
United Solar Ovonic,ASR-136,136W Arch. Standing Seam 3J a-Si Module,136,128.8
United Solar Ovonic,ASR-60,60W Arch. Standing Seam 3J a-Si Module,60,55.4
United Solar Ovonic,ASR-64,64W Arch. Standing Seam 3J a-Si Module,64,59.1
United Solar Ovonic,ASR-68,68W Arch. Standing Seam 3J a-Si Module,68,64.4
United Solar Ovonic,ES-116,116W a-Si Module with Black Anodized Frame,116,109.8
United Solar Ovonic,ES-124,124W a-Si Module with Black Anodized Frame,124,117.4
United Solar Ovonic,ES-58,58W a-Si Module with Black Anodized Frame,58,54.9
United Solar Ovonic,ES-62T,62W a-Si Module with Black Anodized Frame,62,58.7
United Solar Ovonic,PVL-116(DM),"116W Field Applied 3J a-Si Laminate, Deck-Mounted",116,107.4
United Solar Ovonic,PVL-116(PM),"116W Field Applied 3J a-Si Laminate, Purlin-Mounted",116,109.9
United Solar Ovonic,PVL-124,124W Field Applied 3J a-Si Laminate,124,117.4
United Solar Ovonic,PVL-128(DM),"128W Field Applied 3J a-Si Laminate, Deck-Mounted",128,118.4
United Solar Ovonic,PVL-128(PM),"128W Field Applied 3J a-Si Laminate, Purlin-Mounted",128,121.2
United Solar Ovonic,PVL-136,136W Field Applied 3J a-Si Laminate,136,128.8
United Solar Ovonic,PVL-29(DM),"29W Field Applied 3J a-Si Laminate, Deck-Mounted",29,26.9
United Solar Ovonic,PVL-29(PM),"29W Field Applied 3J a-Si Laminate, Purlin-Mounted",29,27.5
United Solar Ovonic,PVL-31,31W Field Applied 3J a-Si Laminate,31,29.3
United Solar Ovonic,PVL-58(DM),"58W Field Applied 3J a-Si Laminate, Deck-Mounted",58,53.7
United Solar Ovonic,PVL-58(PM),"58W Field Applied 3J a-Si Laminate, Purlin-Mounted",58,55
United Solar Ovonic,PVL-62,62W Field Applied 3J a-Si Laminate,62,58.7
United Solar Ovonic,PVL-64(DM),"64W Field Applied 3J a-Si Laminate, Deck-Mounted",64,59.2
United Solar Ovonic,PVL-64(PM),"64W Field Applied 3J a-Si Laminate, Purlin-Mounted",64,60.6
United Solar Ovonic,PVL-68,68W Field Applied 3J a-Si Laminate,68,64.4
United Solar Ovonic,PVL-87(DM),"87W Field Applied 3J a-Si Laminate, Deck-Mounted",87,80.6
United Solar Ovonic,PVL-87(PM),"87W Field Applied 3J a-Si Laminate, Purlin-Mounted",87,82.5
United Solar Ovonic,PVL-93,93W Field Applied 3J a-Si Laminate,93,88.1
United Solar Ovonic,PVR10T,62W a-Si Roof Module,62,58.7
United Solar Ovonic,PVR15T,93W a-Si Roof Module,93,88.1
United Solar Ovonic,PVR20T,124W a-Si Roof Module,124,117.4
United Solar Ovonic,PVR5T,31W a-Si Roof Module,31,29.3
United Solar Ovonic,SFS-11L-10,10 - 68W Structural Standing Seam 3J a-Si Module,10,643.9
United Solar Ovonic,SFS-11L-11,11 - 68W Structural Standing Seam 3J a-Si Module,11,708.2
United Solar Ovonic,SFS-11L-12,12 - 68W Structural Standing Seam 3J a-Si Module,12,772.6
United Solar Ovonic,SFS-22L-10,10 - 136W Structural Standing Seam 3J a-Si Module,10,1287.9
United Solar Ovonic,SFS-22L-11,11 - 136W Structural Standing Seam 3J a-Si Module,11,1416.7
United Solar Ovonic,SFS-22L-12,12 - 136W Structural Standing Seam 3J a-Si Module,12,1545.5
United Solar Ovonic,SHR-15,15W Shingle 3J a-Si Module,15,13.9
United Solar Ovonic,SHR-17,17W Shingle 3J a-Si Module,17,15.7
United Solar Ovonic,SSR-120,"120W Structural Standing Seam 3J a-Si Module, Purlin-Mounted",120,113.5
United Solar Ovonic,SSR-120(DM),"120W Structural Standing Seam 3J a-Si Module, Deck-Mounted",120,110.9
United Solar Ovonic,SSR-120J,"120W Structural Standing Seam 3J a-Si Module w/J-box, Purlin-Mounted",120,113.5
United Solar Ovonic,SSR-120J(DM),"120W Structural Standing Seam 3J a-Si Module w/J-box, Deck-Mounted",120,110.9
United Solar Ovonic,SSR-128,"128W Structural Standing Seam 3J a-Si Module, Purlin-Mounted",128,121.1
United Solar Ovonic,SSR-128(DM),"128W Structural Standing Seam 3J a-Si Module, Deck-Mounted",128,118.3
United Solar Ovonic,SSR-128J,"128W Structural Standing Seam 3J a-Si Module w/J-box, Purlin-Mounted",128,121.1
United Solar Ovonic,SSR-128J(DM),"128W Structural Standing Seam 3J a-Si Module w/J-box, Deck-Mounted",128,118.3
United Solar Ovonic,SSR-136,136W Structural Standing Seam 3J a-Si Module,136,128.8
United Solar Ovonic,SSR-60,"60W Structural Standing Seam 3J a-Si Module, Purlin-Mounted",60,56.8
United Solar Ovonic,SSR-60(DM),"60W Structural Standing Seam 3J a-Si Module, Deck-Mounted",60,55.4
United Solar Ovonic,SSR-60J,"60W Structural Standing Seam 3J a-Si Module w/J-box, Purlin-Mounted",60,56.8
United Solar Ovonic,SSR-60J(DM),"60W Structural Standing Seam 3J a-Si Module w/J-box, Deck-Mounted",60,55.4
United Solar Ovonic,SSR-64,"64W Structural Standing Seam 3J a-Si Module, Purlin-Mounted",64,60.6
United Solar Ovonic,SSR-64(DM),"64W Structural Standing Seam 3J a-Si Module, Deck-Mounted",64,59.1
United Solar Ovonic,SSR-64J,"64W Structural Standing Seam 3J a-Si Module w/J-box, Purlin-Mounted",64,60.6
United Solar Ovonic,SSR-64J(DM),"64W Structural Standing Seam 3J a-Si Module w/J-box, Deck-Mounted",64,59.1
United Solar Ovonic,SSR-68,68WStructural Standing Seam 3J a-Si Module,68,64.4
United Solar Ovonic,US-116,116W Framed Triple-Junction a-Si Module,116,109.9
United Solar Ovonic,US-32,32W Framed Triple-Junction a-Si Module,32,30.3
United Solar Ovonic,US-39,39W Framed Triple-Junction a-Si Module,39,36.9
United Solar Ovonic,US-42,42W Framed Triple-Junction a-Si Module,42,39.8
United Solar Ovonic,US-60,60W Framed Triple-Junction a-Si Module,60,56.8
United Solar Ovonic,US-64,64W Framed Triple-Junction a-Si Module,64,60.6
Webel-SL Energy Systems,W1000-100,100W Monocrystalline PV Module,100,87.1
Webel-SL Energy Systems,W1000-110,110W Monocrystalline PV Module,110,96
Webel-SL Energy Systems,W1000-115,115W Monocrystalline PV Module,115,100.5
Webel-SL Energy Systems,W1000-120,120W Monocrystalline PV Module,120,105
Webel-SL Energy Systems,W1600-150,150W Monocrystalline PV module,150,130.5
Webel-SL Energy Systems,W1600-155,155W Monocrystalline PV module,155,134.9
Webel-SL Energy Systems,W1600-160,160W Monocrystalline PV module,160,139.4
Webel-SL Energy Systems,W1600-165,165W Monocrystalline PV module,165,143.9
Webel-SL Energy Systems,W900-75,75W Monocrystalline PV Module,75,65.1
Webel-SL Energy Systems,W900-80,80W Monocrystalline PV Module,80,69.5
Webel-SL Energy Systems,W900-85,85W Monocrystalline PV Module,85,73.9
Webel-SL Energy Systems,W900-90,90W Monocrystalline PV Module,90,78.4
