manufacturer,model_number,description,stc_rating,ptc_rating
Alps Technology Inc,ATI 1000-110,110W Large Scale Dual Voltage Multi-Si Module,110,99.1
Alps Technology Inc,ATI 1000-120,120W Large Scale Dual Voltage Multi-Si Module,120,108.3
Alps Technology Inc,ATI 1650-155,155W Large Scale Dual Voltage Multi-Si Module,155,139.9
Alps Technology Inc,ATI 1650-165,165W Large Scale Dual Voltage Multi-Si Module,165,149.1
Alps Technology Inc,ATI 1650-175,175W Large Scale Dual Voltage Multi-Si Module,175,158.3
Alps Technology Inc,ATI 750-75,75W Large Scale multi-Si Module,75,67.5
Alps Technology Inc,ATI 750-80,80W Large Scale multi-Si Module,80,72
Alps Technology Inc,ATI 750-85,85W Large Scale multi-Si Module,85,76.6
"AstroPower, Inc.",AP-100,100W Single Crystal Module (was AP-1006),100,88
"AstroPower, Inc.",AP-1006,100W Single Crystal Module,100,88
"AstroPower, Inc.",AP-110,110W Single Crystal Module (was AP-1106),110,97
"AstroPower, Inc.",AP-1106,110W Single Crystal Module,110,97
"AstroPower, Inc.",AP-120,120W Single Crystal Module (was AP-1206),120,106
"AstroPower, Inc.",AP-1206,120W Single Crystal Module,120,106
"Astropower, Inc.",AP-50-GA,50W Single Crystal Module,50,44
"AstroPower, Inc.",AP-50-GT,50W Single Crystal Module,50,44
"AstroPower, Inc.",AP-55-GA,55W Single Crystal Module,55,48.5
"AstroPower, Inc.",AP-55-GT,55W Single Crystal Module,55,48.5
"AstroPower, Inc.",AP-6105,65W Single Crystal Module,65,57.2
"AstroPower, Inc.",AP6-160,160W Single Crystal Module,160,141.1
"AstroPower, Inc.",AP6-170,170W Single Crystal Module,170,150.1
"AstroPower, Inc.",AP-65,65W Single Crystal Module (was AP-6105),65,57.2
"AstroPower, Inc.",AP-7105,75W Single Crystal Module,75,66.2
"AstroPower, Inc.",AP-75,75W Single Crystal Module (was AP-7105),75,66.2
"AstroPower, Inc.",APi-030-MNA,30W Single Crystal Module w/o connectors (was AP-30),30,26.5
"AstroPower, Inc.",APi-030-MNB,30W Single Crystal Module w/o connectors (was AP-30) B,30,26.5
"AstroPower, Inc.",APi-045-MNA,45W Single Crystal Module w/o connectors (was AP-45),45,39.7
"AstroPower, Inc.",APi-045-MNB,45W Single Crystal Moduel w/o connectors (was AP-45) B,45,39.7
"AstroPower, Inc.",APi-050-MNA,50W Single Crystal Module w/o connectors (was AP-50),50,44.2
"AstroPower, Inc.",APi-050-MNB,50W Single Crystal Module w/o connectors (was AP-50) B,50,44.2
"AstroPower, Inc.",APi-055-GCA,55W Single Crystal Module w/MC connectors (was AP-55-GT),55,48.9
"AstroPower, Inc.",APi-055-GCB,55W Single Crystal Module w/MC connectors (was AP-55-GA),55,48.9
"AstroPower, Inc.",APi-065-MNA,65W Single Crystal Module w/o connectors (was AP-65),65,57.7
"AstroPower, Inc.",APi-065-MNB,65W Single Crystal Module w/o connectors (was AP-65) B,65,57.7
"AstroPower, Inc.",APi-070-MNA,70W Single Crystal Module w/o connectors (was AP-70),70,62.2
"AstroPower, Inc.",APi-070-MNB,70W Single Cyrstal Module w/o connectors (was AP-70) B,70,62.2
"AstroPower, Inc.",APi-100-MCA,100W Single Crystal Module w/MC connectors (was AP-100),100,88.7
"AstroPower, Inc.",APi-100-MCB,100W Single Crystal Module w/MC connectors (was AP-100) B,100,88.7
"AstroPower, Inc.",APi-100-MNA,100W Single Crystal Module w/o connectors (was AP-100),100,88.7
"AstroPower, Inc.",APi-100-MNB,100 W Single Crystal Module w/o connectors (was AP-100) B,100,88.7
"AstroPower, Inc.",APi-110-MCA,110W Single Cyrstal Module w/MC connectors (was AP-110),110,97.8
"AstroPower, Inc.",APi-110-MCB,110W Single Cyrstal Module w/MC connectors (was AP-110) B,110,97.8
"AstroPower, Inc.",APi-110-MNA,110W Single Crystal Module w/o connectors (was AP-110),110,97.8
"AstroPower, Inc.",APi-110--MNB,110W Single Cyrstal Module w/o connectors (was AP-110) B,110,97.8
"AstroPower, Inc.",APi-165-MCA,165W Single Cyrstal module w/MC Connectors (was AP-165),165,146.7
"AstroPower, Inc.",APi-165-MCB,165W Single Crystal Module w/MC Connectors (was AP-165) B,165,146.7
"AstroPower, Inc.",APi-173-MCA,173W Single Crystal Module w/MC Connectors (was AP-173),173,154
"AstroPower, Inc.",APi-173-MCB,173W Single Crystal Module w/MC Connectors (was AP-173) B,173,154
"AstroPower, Inc.",APx-045-MNA,45W Apex Module w/o connectors (was APx-45),45,38.6
"AstroPower, Inc.",APx-045-MNB,45W Apex Module w/o connectors (was APx-45) B,45,38.6
"AstroPower, Inc.",APx-050-MNA,50W Apex Module w/o connectors (was APx-50),50,42.9
"AstroPower, Inc.",APx050-MNB,50W Apex Module w/o connectors (was APx-50) B,50,42.9
"AstroPower, Inc.",APx-065-MNA,65W Apex Module w/o connectors (was APx-65),65,55.7
"AstroPower, Inc.",APx-065-MNB,65W Apex Module w/o connectors (was APx-65) B,65,55.7
"AstroPower, Inc.",APx-070-MNA,70W Apex Module w/o connectos (was APx-70),70,60.1
"AstroPower, Inc.",APx-070-MNB,70W Apex Module w/o connectos (was APx-70) B,70,60.1
"AstroPower, Inc.",APx-075-MNA,75W Apex Module w/o connectors (was APx-75),75,64.4
"AstroPower, Inc.",APx-075-MNB,75W Apex Module w/o connectors (was APx-75) B,75,64.4
"AstroPower, Inc.",APx-130,130W Apex Silicon Film Module,130,112.2
"AstroPower, Inc.",APx-130-MCA,130W Apex Silicon Film module w/MC connectors (was APx-130),130,111.6
"AstroPower, Inc.",APx-130-MCB,130W Apex Silicon Film module w/MC connectors (was APx-130) B,130,111.6
"AstroPower, Inc.",APx-130-MNA,130W Apex Silicon Film module w/o connectors (was APx-130),130,111.6
"AstroPower, Inc.",APx-130-MNB,130W Apex Silicon Film module w/o connectors (was APx-130) B,130,111.6
"AstroPower, Inc.",APx-140,140W Apex Silicon Film Module,140,121
"AstroPower, Inc.",APx-140-MCA,140W Apex Silicon Film module w/MC connectors (was APx-140),140,120.4
"AstroPower, Inc.",APx-140-MCB,140W Apex Silicon Film module w/MC connectors (was APx-140) B,140,120.4
"AstroPower, Inc.",APx-140-MNA,140W Apex Silicon Film module w/o connectors (was APx-140),140,120.4
"AstroPower, Inc.",APx-140-MNB,140W Apex Silicon Film module w/o connectors (was APx-140)B,140,120.4
"AstroPower, Inc.",APx-45,45W Apex Module,45,38.8
"AstroPower, Inc.",APx-50,50W Apex Module,50,43.2
"AstroPower, Inc.",APx-65,65W Apex Module,65,56
"AstroPower, Inc.",APX-75,75W APex Module,75,64.8
"AstroPower, Inc.",APx-75,75W Apex Module,75,64.8
"AstroPower, Inc.",APX-80,80W APex Module,80,69.2
"AstroPower, Inc.",APX-90,90W APex Module,90,77.8
"AstroPower, Inc.",LAP-425,"425W Single Crystal Large Area Panel, frameless",425,374.5
"AstroPower, Inc.",LAP-440,"440W Single Crystal Large Area Panel, frameless",440,388.1
"AstroPower, Inc.",LAP-460,"460W Single Crystal Large Area Panel, frameless",460,406.1
"AstroPower, Inc.",LAP-480,"480W Single Crystal Large Area Panel, frameless",480,424.3
"AstroPower, Inc.",LAPX-300,"300W APex Large Area Panel, frameless",300,259.2
"Atlantis Energy, Inc.",AP-F,11.8W Shingle Module (Astropower cells),11.8,10.7
"Atlantis Energy, Inc.",AP-G,12.0W Shingle Module (Astropower cells),12,10.8
"Atlantis Energy, Inc.",AP-H,12.2W Shingle Module (Astropower cells),12.2,11
"Atlantis Energy, Inc.",SM-II,12.2W Shingle Module (Siemens cells),12.2,11
"Atlantis Energy, Inc.",SP-A,13.3W Shingle Module (Sharp cells),13.3,11.4
"Atlantis Energy, Inc.",SP-B,12.7W Shingle Module (Sharp cells),12.7,10.9
"Atlantis Energy, Inc.",SP-C,11.9W Shingle Module (Sharp cells),11.9,10.2
"Atlantis Energy, Inc.",SX-D,11.6W Shingle Module (Solarex cells),11.6,10.5
"Atlantis Energy, Inc.",SX-E,11.0W Shingle Module (Solarex cells),11,9.9
Baoding Yingli New Energy Resources Co. Ltd.,110(17)P1447X663,110W Crystalline Silicon Solar Cells,110,96.6
Baoding Yingli New Energy Resources Co. Ltd.,120(17)P1447X663,120W Crystalline Silicon Solar Cells,120,105.6
Baoding Yingli New Energy Resources Co. Ltd.,30(17)P754X350,30W Crystalline Silicon Solar Cells,30,26.3
Baoding Yingli New Energy Resources Co. Ltd.,40(17)P516X663,40W Crystalline Silicon Solar Cells,40,35.1
Baoding Yingli New Energy Resources Co. Ltd.,50(17)P974X453,50W Crystalline Silicon Solar Cells,50,43.9
Baoding Yingli New Energy Resources Co. Ltd.,75(17)P1172X541,75W Crystalline Silicon Solar Cells,75,65.9
Baoding Yingli New Energy Resources Co. Ltd.,85(17)P1172X541,85W Crystalline Silicon Solar Cells,85,74.9
Baoding Yingli New Energy Resources Co. Ltd.,YL150(156),150W High Efficiency Crystalline Silicon Solar Cells,150,134.3
Baoding Yingli New Energy Resources Co. Ltd.,YL155(156),155W High Efficiency Crystalline Silicon Solar Cells,155,138.8
Baoding Yingli New Energy Resources Co. Ltd.,YL160(156),160W High Efficiency Crystalline Silicon Solar Cells,160,143.4
Baoding Yingli New Energy Resources Co. Ltd.,YL165(156),165W High Efficiency Crystalline Silicon Solar Cells,165,148
Baoding Yingli New Energy Resources Co. Ltd.,YL170(156),170W High Efficiency Crystalline Silicon Solar Cells,170,152.6
Baoding Yingli New Energy Resources Co. Ltd.,YL175(156),175W High Efficiency Crystalline Silicon Solar Cells,175,157.2
BP Solar,BP175 B,"175W, 24V, Polycrystalline Module, Multicontact, Bronze Frame",175,155.2
BP Solar,BP175 I,"175W, 24V, Polycrystalline Module, Multicontact, Integra Frame",175,155.2
BP Solar,BP3115S,115W 12V Polycrystalline Module w/Multicontact conn.,115,101.7
BP Solar,BP3115U,"115W 12V Polycrystalline Module, universal frame",115,101.7
BP Solar,BP3125S,125W 12V Polycrystalline Module w/Multicontact conn.,125,110.8
BP Solar,BP3125U,"125W 12V Polycrystalline Module, universal frame",125,110.8
BP Solar,BP3140B,"140W 24V Polycrystalline Module, New AR w/Multicontact; Bronze frame",140,123.8
BP Solar,BP3140S,"140W 24V Polycrystalline Module, New AR, Multicontact conn.",140,123.8
BP Solar,BP3150B,"150 W 24V Polycrystalline Module, New AR, Multicontact; Bronze frame",150,132.9
BP Solar,BP3150S,"150W (2003 Rating) 24V Polycrystalline Module, New AR, Multicontact conn.",150,133
BP Solar,BP3160B,"160W (2003 Rating) 24V Polycrystalline Module, New AR, Multicontact, Bronze framex",160,142.1
BP Solar,BP3160N,160W 24V Multicrystalline module; multicontact; new cables,160,141.6
BP Solar,BP3160QS,160W 16V Polycrystalline Module w/Multicontact conn.,160,142
BP Solar,BP3160S,"160W (2003 Rating) 24V Polycrystalline Module, New AR, Multicontact conn.",160,142.1
BP Solar,BP3170N,170W 24V Multicrystalline module; multicontact; new cables,170,150.7
BP Solar,BP360U,"60W 12V Polycrystalline Module, universal frame",60,53
BP Solar,BP365TS,"65W 6V Polycrystalline Module w/MC, Roof Tile Frame",65,57.2
BP Solar,BP365U,"65W 12V Polycrystalline Module, universal frame",65,57.6
BP Solar,BP375S,"75W (2003 Rating) Polycrystalline Module (universal frame), new AR, Multicontact conn.",75,66.4
BP Solar,BP375U,"75W (2003 Rating) Polycrystalline Module (universal frame), new AR",75,66.4
BP Solar,BP380S,"80W (2003 Rating) Polycrystalline Module (universal frame), new AR, Multicontact conn.",80,71
BP Solar,BP380U,"80W (2003 Rating) Polycrystalline Module (universal frame), new AR",80,71
BP Solar,BP4165B,"165W 24V Monocrystalline Module, Multicontact; Bronze frame",165,146.1
BP Solar,BP4165S,165W 24V Monocrystalline Module w/ Multicontact Conn.,165,146.1
BP Solar,BP4170B,"170W, 24V, Monocrystalline Module, Multicontact, Bronze Frame",170,150.7
BP Solar,BP4170S,"170W 24V Single Crystal Module (universal frame), new AR, Multicontact",170,150.7
BP Solar,BP4175 Bx,"175W, 24V, Monocrystalline Module, Multicontact, Bronze Frame, 150d cells",175,155.2
BP Solar,BP4175 Ix,"175W, 24V, Monocrystalline Module, Multicontact, Integra Frame, 150d cells",175,155.2
BP Solar,BP4175B,"175W 24V Monocrystalline Module, Multicontact; Bronze frame",175,155.2
BP Solar,BP4175I,175W 24V Monocrystalline Module w/Multicontact conn.; Integera frame,175,155.2
BP Solar,BP4175S,175W 24V Monocrystalline Module w/Multicontact conn.,175,155.2
BP Solar,BP4180B,180W 24V Monocrystalline module; multicontact; bronze frame,180,159.8
BP Solar,BP4180I,180W 24V Monocrystalline module; multicontact; integra frame,180,159.7
BP Solar,BP475S,"75W (2003 Rating) Single Crystal Module (universal frame), new AR, Multicontact conn.",75,66.3
BP Solar,BP475U,"75W (2003 Rating) Single Crystal Module (universal frame), new AR",75,66.3
BP Solar,BP480S,"80W (2003 Rating) Single Crystal Module (universal frame), new AR, Multicontact conn.",80,70.8
BP Solar,BP480U,"80W (2003 Rating) Single Crystal Module (universal frame), new AR",80,70.8
BP Solar,BP485H,"85W Single Cyrstal Module (universal frame), new AR",85,75.3
BP Solar,BP485S,"85W Single Crystal Module (universal frame), new AR, Multicontact",85,75.3
BP Solar,BP485U,"85W Single Crystal Module (universal frame), new AR",85,75.3
BP Solar,BP7170S,170W 24V Saturn Single Crystal Module w/Multicontact conn.,170,151.1
BP Solar,BP7175S,175W 24V Saturn Single Crystal Module w/Multicontact conn.,175,154.9
BP Solar,BP7180S,180W 24V Saturn Single Crystal Module w/Multicontact conn.,180,160.2
BP Solar,BP7185S,185W 24V Saturn Single Crystal Module w/Multicontact conn.,185,164
BP Solar,BP785S,85W 12V Saturn Single Crystal Module w/Multicontact conn.,85,75.5
BP Solar,BP790DB,"90W 12V Saturn Single Crystal Module, dark frame",90,80
BP Solar,BP790S,90W 12V Saturn Single Crystal Module w/Multicontact conn.,90,80
BP Solar,BP790U,"90W 12V Saturn Single Crystal Module, universal frame",90,80
BP Solar,BP845I,"45W Millennia 2J a-Si Module (medium voltage, integral frame)",45,42.4
BP Solar,BP850I,"50W Millennia 2J a-Si Module (medium voltage, integral frame)",50,47.1
BP Solar,BP855I,"55W Millennia 2J a-Si Module (medium voltage, integral frame)",55,51.9
BP Solar,MST-50I,"50W Millennia 2J a-Si Module (med. voltage, Integra frame)",50,47.1
BP Solar,MST-50MV,"50W Millennia 2J a-Si Module (med. voltage, universal frame)",50,47.1
BP Solar,MST-55MV,"55W Millennia 2J a-Si Module (med. Voltage, universal frame)",55,51.9
BP Solar,SX140B,"140W 24V Polycrystalline Module w/Multicontact, Bronze frame",140,123.8
BP Solar,SX150B,"150W 24V Polycrystalline Module w/Multicontact, Bronze frame",150,132.9
BP Solar,SX160B,"160W 24V Polycrystalline Module w/Multicontact, Bronze frame",160,142
BP Solar,SX170B,"170W 24V Polycrystalline Module w/Multicontact, Bronze fram",170,150.7
BP Solar,SX170I,170W 24V Polycrystalline Module w/Multicontact conn.; Integra frame,170,150.6
BP Solar,SX3190B,190W 16V Polycrystalline Module; Multicontact; Bronze frame,190,168.4
BP Solar,SX3190S,190W 16V Polycrystalline Module; Multicontact,190,168.4
BP Solar,SX3195B,195W 16V Polycrystalline Module; Multicontact; Bronze frame,195,173
BP Solar,SX3195S,195W 16V Polycrystalline Module; Multicontact,195,173
BP Solar,SX3200B,"200W 16V Polycrystalline Module, Multicontact, Bronze Frame",200,177.5
BP Solar,SX3200W,"200W 16V Polycrystalline Module, Multicontact",200,177.5
BP Solar,SX4175N,175W 24V Monocrystalline module; multicontact; new cables,175,155.2
Canadian Solar Inc,CS4C-100,"100W Monocrystalline/Polycrystalline Module, Quick Connect, Frame",100,87.6
Canadian Solar Inc,CS4C-90,"90W Monocrystalline/Polycrystalline Module, Quick Connect, Frame",90,77.8
Canadian Solar Inc,CS4D-30,"30W Monocrystalline/Polycrystalline Module, Quick Connect, Frame",30,25.7
Canadian Solar Inc,CS4D-40,"40W Monocrystalline/Polycrystalline Module, Quick Connect, Frame",40,34.5
Canadian Solar Inc,CS4D-50,"50W Monocrystalline/Polycrystalline Module, Quick Connect, Frame",50,43.3
Canadian Solar Inc,CS4D-60,"60W Monocrystalline/Polycrystalline Module, Quick Connect, Frame",60,52.2
Canadian Solar Inc,CS5A-130,"130W Monocrystalline/Polycrystalline Module, Quick Connect, Frame",130,112.4
Canadian Solar Inc,CS5A-140,"140W Monocrystalline/Polycrystalline Module, Quick Connect, Frame",140,121.3
Canadian Solar Inc,CS5A-150,"150W Monocrystalline/Polycrystalline Module, Quick Connect, Frame",150,130.2
Canadian Solar Inc,CS5A-160,"160W Monocrystalline/Polycrystalline Module, Quick Connect, Frame",160,139.1
Canadian Solar Inc,CS5A-170,"170W Monocrystalline/Polycrystalline Module, Quick Connect, Frame",170,148.1
Canadian Solar Inc,CS5A-180,"180W Monocrystalline/Polycrystalline Module, Quick Connect, Frame",180,157.1
Canadian Solar Inc,CS5A-190,"190W Monocrystalline/Polycrystalline Module, Quick Connect, Frame",190,166.1
Canadian Solar Inc,CS5B-130,"130W Monocrystalline/Polycrystalline Module, Quick Connect, Frame",130,112.4
Canadian Solar Inc,CS5B-140,"140W Monocrystalline/Polycrystalline Module, Quick Connect, Frame",140,121.3
Canadian Solar Inc,CS5B-150,"150W Monocrystalline/Polycrystalline Module, Quick Connect, Frame",150,130.2
Canadian Solar Inc,CS5B-160,"160W Monocrystalline/Polycrystalline Module, Quick Connect, Frame",160,139.1
Canadian Solar Inc,CS5B-170,"170W Monocrystalline/Polycrystalline Module, Quick Connect, Frame",170,148.1
Canadian Solar Inc,CS5B-180,"180W Monocrystalline/Polycrystalline Module, Quick Connect, Frame",180,157.1
Canadian Solar Inc,CS5B-190,"190W Monocrystalline/Polycrystalline Module, Quick Connect, Frame",190,166.1
Canadian Solar Inc,CS5C-60,"60W Monocrystalline/Polycrystalline Module, Quick Connect, Frame",60,51.8
Canadian Solar Inc,CS5C-70,"70W Monocrystalline/Polycrystalline Module, Quick Connect, Frame",70,60.6
Canadian Solar Inc,CS5C-80,"80W Monocrystalline/Polycrystalline Module, Quick Connect, Frame",80,69.5
Canadian Solar Inc,CS5C-90,"90W Monocrystalline/Polycrystalline Module, Quick Connect, Frame",90,78.4
Canadian Solar Inc,CS5P-200,"200W Monocrystalline/Polycrystalline Module, Quick Connect, Frame (5P)",200,173.6
Canadian Solar Inc,CS5P-210,"210W Monocrystalline/Polycrystalline Module, Quick Connect, Frame (5P)",210,182.5
Canadian Solar Inc,CS5P-220,"220W Monocrystalline/Polycrystalline Module, Quick Connect, Frame (5P)",220,191.5
Canadian Solar Inc,CS5P-230,"230W Monocrystalline/Polycrystalline Module, Quick Connect, Frame (5P)",230,200.4
Canadian Solar Inc,CS5P-240,"240W Monocrystalline/Polycrystalline Module, Quick Connect, Frame (5P)",240,209.4
Canadian Solar Inc,CS6A-120,"120W Monocrystalline/Polycrystalline Module, Quick Connect, Frame (6A)",120,103.5
Canadian Solar Inc,CS6A-130,"130W Monocrystalline/Polycrystalline Module, Quick Connect, Frame (6A)",130,112.4
Canadian Solar Inc,CS6A-140,"140W Monocrystalline/Polycrystalline Module, Quick Connect, Frame (6A)",140,121.2
Canadian Solar Inc,CS6A-150,"150W Monocrystalline/Polycrystalline Module, Quick Connect, Frame (6A)",150,130.1
Canadian Solar Inc,CS6A-160,"160W Monocrystalline/Polycrystalline Module, Quick Connect, Frame (6A)",160,139
Canadian Solar Inc,CS6A-170,"170W Monocrystalline/Polycrystalline Module, Quick Connect, Frame (6A)",170,148
Canadian Solar Inc,CS6A-180,"180W Monocrystalline/Polycrystalline Module, Quick Connect, Frame (6A)",180,157
Canadian Solar Inc,CS6A-190,"190W Monocrystalline/Polycrystalline Module, Quick Connect, Frame (6A)",190,166
Canadian Solar Inc,CS6C-110,"110W Monocrystalline/Polycrystalline Module, Quick Connect, Frame (6C)",110,95.5
Canadian Solar Inc,CS6C-120,"120W Monocrystalline/Polycrystalline Module, Quick Connect, Frame (6C)",120,104.4
Canadian Solar Inc,CS6C-90,"90W Monocrystalline/Polycrystalline Module, Quick Connect, Frame (6C)",90,77.7
Canadian Solar Inc,CS6D-45,"45W Monocrystalline/Polycrystalline Module, Quick Connect, Frame (6D)",45,38.8
Canadian Solar Inc,CS6P-200,"200W Monocrystalline/Polycrystalline Module, Quick Connect, Frame (6P)",200,173.9
Canadian Solar Inc,CS6P-210,"210W Monocrystalline/Polycrystalline Module, Quick Connect, Frame (6P)",210,185
Canadian Solar Inc,CS6P-220,"220W Monocrystalline/Polycrystalline Module, Quick Connect, Frame (6P)",220,194.1
Canadian Solar Inc,CS6P-230,"230W Monocrystalline/Polycrystalline Module, Quick Connect, Frame (6P)",230,203.2
Conergy AG,S 175MU,175W Monocrystalline Module,175,154.5
Connect Renewable Energy,CNE-35L-BLK-U,35W Waterproof PV Roof Tile,35,31.6
Day4 Energy Inc.,Day4 48MC 160,"160W Polycrystalline, Day4™ Electrode Technology, Framed",160,142.3
Day4 Energy Inc.,Day4 48MC 165,"165W Polycrystalline, Day4™ Electrode Technology, Framed",165,146.9
Day4 Energy Inc.,Day4 48MC 170,"170W Polycrystalline, Day4™ Electrode Technology, Framed",170,151.4
Day4 Energy Inc.,Day4 48MC 175,"175W Polycrystalline, Day4™ Electrode Technology, Framed",175,156
Day4 Energy Inc.,Day4 48MC 180,"180W Polycrystalline, Day4™ Electrode Technology, Framed",180,160.6
Day4 Energy Inc.,Day4 48MC 185,"185W Polycrystalline, Day4™ Electrode Technology, Framed",185,165.2
Day4 Energy Inc.,Day4 48MC 190,"190W Polycrystalline, Day4™ Electrode Technology, Framed",190,169.7
Dunasolar Inc.,DS-30,30W Unframed 2J a-Si Module,30,28.8
Dunasolar Inc.,DS-40,40W Unframed 2J a-Si Module,40,38.4
"Energy Photovoltaics, Inc.",EPV-30,30W Unframed 2J a-Si Module,30,28.8
"Energy Photovoltaics, Inc.",EPV-40,40W Unframed 2J a-Si Module,40,38.4
"Everbright Optoelectronics Co., LTD",SM50,50W Monocrystalline Roofing Integral Module,50,43.5
Evergreen Solar,EC-102,102W String Ribbon Cedar Line Module,102,91.2
Evergreen Solar,EC-102-G,"102W String Ribbon Cedar Line Module, w/MC Connectors",102,91.2
Evergreen Solar,EC-110,110W String Ribbon Cedar Line Module,110,98.4
Evergreen Solar,EC-110-G,"110W String Ribbon Cedar Line Module, w/MC Connectors",110,98.4
Evergreen Solar,EC-115,115W String Ribbon Cedar Line Module,115,103.1
Evergreen Solar,EC-115-G,"115W String Ribbon Cedar Line Module, w/MC Connectors",115,103.1
Evergreen Solar,EC-120,120W String Ribbon Cedar Line Module,120,107.6
Evergreen Solar,EC-120-G,"120W String Ribbon Cedar Line Module, w/MC Connectors",120,107.6
Evergreen Solar,EC-47,47W String Ribbon Cedar Line Module,47,41.9
Evergreen Solar,EC-51,51W String Ribbon Cedar Line Module,51,45.6
Evergreen Solar,EC-55,55W String Ribbon Cedar Line Module,55,49.2
Evergreen Solar,EC-94,94W String Ribbon Cedar Line Module,94,83.9
Evergreen Solar,EC-94-G,"94W String Ribbon Cedar Line Module, w/MC Connectors",94,83.9
Evergreen Solar,ES-155-RL,155W Glass-EVA-Tedlar Construction,155,135.4
Evergreen Solar,ES-155-RL,155W Glass-EVA-Tedlar Construction,155,137
Evergreen Solar,ES-155-SL,155W Glass-EVA-Tedlar Construction,155,137
Evergreen Solar,ES-155-SL,155W Glass-EVA-Tedlar Construction,155,135.4
Evergreen Solar,ES-160-RL,160W Spruce Line Module with MC Connectors,160,139.8
Evergreen Solar,ES-160-RL,160W Spruce Line Module with MC Connectors,160,141.6
Evergreen Solar,ES-160-SL,160W Spruce Line Module with MC Connectors,160,141.6
Evergreen Solar,ES-170-RL,170W Spruce Line Module with MC Connectors,170,150.6
Evergreen Solar,ES-170-SL,170W Spruce Line Module with MC Connectors,170,150.6
Evergreen Solar,ES-180-RL,180W Spruce Line Module with MC Connectors,180,159.7
Evergreen Solar,ES-180-SL,180W Spruce Line Module with MC Connectors,180,159.7
Evergreen Solar,ES-190-RL,190W Spruce Line Module with MC Connectors,190,168.8
Evergreen Solar,ES-190-SL,190W Spruce Line Module with MC Connectors,190,168.8
Evergreen Solar,ES-195-RL,195W Spruce Line Module with MC Connectors,195,173.3
Evergreen Solar,ES-195-SL,195W Spruce Line Module with MC Connectors,195,173.3
Evergreen Solar,ES-200-RL,200W Spruce Line Module with MC Connectors,200,177.9
Evergreen Solar,ES-200-SL,200W Spruce Line Module with MC Connectors,200,177.9
"First Solar, LLC",FS-250,50W Thin Film Cd-Te Laminate,50,47
"First Solar, LLC",FS-255,55W Thin Film Cd-Te Laminate,55,51.8
"First Solar, LLC",FS-257,57.5W Thin Film Cd-Te Laminate,57.5,54.1
"First Solar, LLC",FS-260,60W Thin Film Cd-Te Laminate,60,56.5
"First Solar, LLC",FS-262,62.5W Thin Film Cd-Te Laminate,62.5,58.9
"First Solar, LLC",FS-265,65W Thin Film Cd-Te Laminate,65,61.2
"First Solar, LLC",FS-267,67.5W Thin-Film Cadmium Telluride Module,67.5,63.6
"First Solar, LLC",FS-270,70W Thin-Film Cadmium Telluride Module,70,66
"First Solar, LLC",FS-40,40W Thin-Film CdTe Laminate,40,38
"First Solar, LLC",FS-40D,40W Thin-Film CdTe Module w/ D-channel mounting rails,40,38
"First Solar, LLC",FS-45,45W Thin Film CdTe laminate,45,42.8
"First Solar, LLC",FS-45D,45W Thin Film CdTe module with mounting rails,45,42.8
"First Solar, LLC",FS-50,50W/65V Thin Film CdTe laminate,50,47.6
"First Solar, LLC",FS-50C,50W/65V Thin Film CdTe laminate w/ C-channel mounting rails,50,47.6
"First Solar, LLC",FS-50D,50W Thin Film CdTe Module with mounting rails,50,47.6
"First Solar, LLC",FS-50Z,50W/65V Thin Film CdTe laminate w/ Z-channel mounting rails,50,47.6
"First Solar, LLC",FS-55,55W Thin-Film CdTe Laminate,55,52.4
"First Solar, LLC",FS-55D,55W Thin-Film CdTe Module w/ D-channel mounting rails,55,52.4
"First Solar, LLC",FS-60,60W Thin Film CdTe laminate,60,57.2
"First Solar, LLC",FS-60D,60W Thin Film CdTe module with mounting rails,60,57.2
"FirstSolar, LLC",FS-272,72.5W Thin-Film Cadmium Telluride Module,72.5,68.4
"FirstSolar, LLC",FS-275,75W Thin-Film Cadmium Telluride Module,75,70.8
GE Energy,GEPV-085-M,85W Monocrystalline Module,85,77.7
GE Energy,GEPV-100-MCA,100W Single Crystal Module w/MC connectors,100,88.7
GE Energy,GEPV-100-MCB,100W Single Crystal Module w/MC connectors B,100,88.7
GE Energy,GEPV-100-MNA,100W Single Crystal Module w/o connectors,100,88.7
GE Energy,GEPV-100-MNB,100W Single Crystal Module w/o connectors B,100,88.7
GE Energy,GEPV-110-MCA,110W Single Crystal Module w/MC connectors,110,97.8
GE Energy,GEPV-110-MCB,110W Single Crystal Module w/MC connectors B,110,97.8
GE Energy,GEPV-110-MNA,110W Single Crystal Module w/o connectors,110,97.8
GE Energy,GEPV-110-MNB,110W Single Crystal Module w/o connectors B,110,97.8
GE Energy,GEPV-165-MCA,165W Single Crystal Module w/MC connectors,165,146.7
GE Energy,GEPV-165-MCB,165W Single Crystal Module w/MC connectors B,165,146.7
GE Energy,GEPV-173-MCA,173W Single Crystal Module w/MC connectors,173,154
GE Energy,GEPV-173-MCB,173W Single Crystal Module w/MC connectors B,173,154
GE Energy,GEPVc-170-MSA,170W Single Crystal Module,170,146.9
GE Energy,GEPVp-066-GC,66W Polycrystalline Module,66,60.3
GE Energy,GEPVp-185-M,185W Polycrystalline Module,185,164.8
GE Energy,GEPVp-200-M,200W Polycrystalline Module,200,178.5
Isofoton,I-100/12,100W Monocrystalline Rail Mounted Module X2,100,89.5
